"term","estimate","OR","lower","upper","p"
"(Intercept)",-3.16630887157588,0.0421589250674837,0.0152510018048827,0.100154361667262,0
"Phase_fPHASE2/PHASE3",-0.0985387241275488,0.906160601656124,0.165868556771771,3.35976465360057,0.893058645658167
"Phase_fPHASE3",0.500668655953786,1.64982406664837,0.76959594038924,3.49026233064,0.195224808684698
"Sponsor_fAcademic/Investigator-Initiated",1.07734902677094,2.9368836223722,1.27768376970619,7.52500306972736,0.0102495727709024
"Sponsor_fGovernment/Cooperative Group",1.26626070252531,3.54756233889659,1.13556957331884,11.2233890552818,0.029826421446061
"Year_c",0.0523798948168539,1.0537759905194,1.00461225410937,1.10850030779327,0.0313643733371235
"Radiation",0.812750935791386,2.25410035070555,1.1261820627203,4.6303192598171,0.0215824046975744
"Registry_fInternational",-1.61554313259013,0.1987826757662,0.00153552911606686,1.59113918998,0.155397309904376
